grid_Keisuke_000000000000.tif
0.465637,0.677854
0.483692,0.649211
0.278541,0.609326
0.415758,0.633749
0.451038,0.645617
0.532734,0.643256
0.28566,0.638414
0.377277,0.629373
0.438489,0.6781
0.524551,0.669495
0.287444,0.654138
0.384715,0.659838
0.465761,0.66185
0.513546,0.645657
0.283543,0.589134
0.358152,0.616658
0.457956,0.651184
0.547221,0.659519
0.339399,0.640527
0.403768,0.655624
0.452822,0.680747
0.553879,0.666764
0.251566,0.618411
0.410721,0.64023
0.430193,0.672563
0.486417,0.677576
0.30821,0.621314
0.355829,0.654095
0.459136,0.642117
0.533512,0.669005
0.239958,0.59162
0.368928,0.636135
0.471338,0.650854
0.485096,0.648466
0.30245,0.631062
0.442981,0.657127
0.452876,0.663609
0.55007,0.640929
0.260498,0.649392
0.347456,0.658971
0.433448,0.641167
0.52293,0.662237
0.306197,0.593303
0.388889,0.633306
0.507769,0.659583
0.520516,0.642593
0.273261,0.589289
0.33579,0.609341
0.43466,0.651634
0.584534,0.662934
0.309908,0.656978
0.428817,0.641666
0.455417,0.676494
0.576661,0.643398
0.252713,0.656819
0.396697,0.661125
0.414102,0.667124
0.481721,0.678143
0.267446,0.622006
0.323914,0.658505
0.482138,0.641521
0.52786,0.665954
0.251947,0.575243
0.349693,0.626458
0.478092,0.677244
0.493906,0.662622
0.27911,0.586066
0.425857,0.651218
0.444477,0.661973
0.559296,0.646527
0.259119,0.646108
0.370568,0.651218
0.445492,0.671507
0.506378,0.666103
0.320164,0.636842
0.398599,0.666164
0.479756,0.669289
0.504039,0.644119
0.305728,0.603434
0.353487,0.625906
0.466125,0.656359
0.570669,0.658631
0.34934,0.652975
0.406438,0.634859
0.437002,0.663622
0.55832,0.666181
0.241696,0.638821
0.395059,0.638435
0.42019,0.665219
0.50314,0.674617
0.286131,0.609174
0.37581,0.661267
0.456879,0.64504
0.511824,0.674055
0.235363,0.613226
0.373235,0.620055
0.479724,0.661121
0.505088,0.650116
0.27722,0.633626
0.422781,0.668195
0.463124,0.680114
0.557547,0.639836
0.279586,0.663814
0.377326,0.660084
0.449545,0.649894
0.536001,0.649775
0.327733,0.610992
0.393198,0.625905
0.491402,0.661216
0.536742,0.643776
0.257038,0.577664
0.311442,0.60583
0.439964,0.643668
0.583533,0.646228
0.299004,0.653587
0.422444,0.638328
0.441393,0.678579
0.579053,0.659135
0.245837,0.631302
0.407864,0.66559
0.426879,0.674233
0.460871,0.640018
0.250672,0.60622
0.327789,0.648672
0.481157,0.640187
0.552054,0.662242
0.238068,0.588065
0.329309,0.623533
grid_Keisuke_000000000001.tif
0.465388,0.677729
0.483385,0.649073
0.27843,0.609361
0.415602,0.633637
0.450748,0.645515
0.532319,0.643091
0.285669,0.638408
0.377189,0.629284
0.438291,0.677993
0.524195,0.669328
0.287451,0.654138
0.384581,0.659769
0.465398,0.661762
0.513155,0.64551
0.283453,0.589146
0.358038,0.616597
0.457734,0.651049
0.546856,0.659321
0.339367,0.64047
0.40359,0.655545
0.452545,0.680653
0.553473,0.666576
0.251475,0.618476
0.410606,0.640112
0.429963,0.672477
0.486108,0.677447
0.308184,0.621285
0.35573,0.654048
0.458793,0.642023
0.53313,0.668836
0.239838,0.591698
0.36879,0.636079
0.471072,0.650717
0.484755,0.648339
0.302357,0.631071
0.442816,0.656993
0.452538,0.66353
0.549637,0.640746
0.260458,0.649442
0.347387,0.658926
0.433275,0.641041
0.522585,0.662065
0.306075,0.5933
0.388724,0.633233
0.507347,0.659461
0.520075,0.642454
0.273206,0.5893
0.33568,0.609304
0.434393,0.651547
0.584137,0.662698
0.309893,0.65696
0.428586,0.641569
0.455195,0.676373
0.576212,0.643186
0.252719,0.656865
0.396608,0.661025
0.413918,0.667039
0.481385,0.67803
0.267449,0.622017
0.323873,0.65848
0.481739,0.641417
0.527439,0.665806
0.251825,0.575299
