grid_Akira_000000000000.tif
0.72147,0.325917
0.716037,0.411986
0.685096,0.530964
0.740705,0.00291855
0.718388,-0.0190275
0.747149,0.572487
0.740214,0.52964
0.694154,0.27379
0.737598,0.432342
0.686148,0.420505
0.674871,0.508766
0.742329,-0.0113821
0.73875,0.164435
0.720958,0.542635
0.741528,0.62467
0.717406,0.112614
0.712867,0.238859
0.739859,0.321605
0.638387,0.587296
0.749891,-0.0851778
0.692792,0.0487246
0.664053,0.555669
0.724578,0.475286
0.728979,0.180766
0.713515,0.410427
0.698582,0.277335
0.682754,0.497005
0.696102,-0.0442317
0.726206,0.0915683
0.685769,0.461198
0.685812,0.610378
0.731497,0.138065
0.74214,0.263169
0.725738,0.321115
0.656511,0.591313
0.735,0.0176907
0.739013,0.0653778
0.731269,0.60621
0.755202,0.576488
0.690966,0.212694
0.735637,0.461547
0.689812,0.38822
0.702,0.488252
0.734155,-0.0585314
0.73955,0.193365
0.721432,0.440765
0.7579,0.596394
0.708497,0.0398487
0.724878,0.265013
0.708663,0.23799
0.69178,0.638722
0.6939,-0.0797525
0.694228,0.0872061
0.662398,0.612965
0.706639,0.539386
0.692099,0.121594
0.730671,0.389762
0.694867,0.333537
0.63766,0.571204
0.696464,-0.0215775
0.718475,0.209344
0.692271,0.383074
0.71182,0.6391
0.738245,0.117585
0.735076,0.353954
0.721312,0.377793
0.660927,0.561205
0.740588,0.0395726
0.712753,0.015276
0.726924,0.571392
0.749763,0.545756
0.689566,0.243908
0.73669,0.401752
0.685593,0.355438
0.681028,0.472096
0.746378,-0.0373588
0.741771,0.229442
0.721375,0.480081
0.698245,0.628253
0.699192,0.0807581
0.711101,0.19902
0.721442,0.289077
0.643712,0.607812
0.730337,-0.0459745
0.694558,0.0131314
0.674142,0.57845
0.73676,0.516109
0.711993,0.152832
0.708503,0.366697
0.69676,0.320982
0.682554,0.53399
0.706783,-0.0754177
0.716322,0.0629248
0.687923,0.428957
0.710459,0.594463
0.736659,0.0934781
0.741174,0.293584
0.737898,0.363834
0.689722,0.572057
0.728063,0.0707385
0.725218,0.0338594
0.689322,0.595763
